sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos;nm_mun_clean;geocodigo
PB;MARIZÓPOLIS;Prefeito;40;LUCAS GONÇALVES BRAGA;PSB;PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;3202;MARIZÓPOLIS;2509156.0
SP;BEBEDOURO;Prefeito;22;LUCAS GIBIN SEREN;PL;MDB / PODE / PL / UNIÃO / PP / SOLIDARIEDADE / PRD;Eleito;11;SUDESTE;21894;BEBEDOURO;3506102.0
RN;CURRAIS NOVOS;Prefeito;13;LUCAS GALVÃO DA CRUZ;PT;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;12725;CURRAIS NOVOS;2403103.0
MS;CAMPO GRANDE;Prefeito;50;LUCAS GABRIEL DE SOUZA QUEIROZ BATISTA;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;CENTRO-OESTE;3108;CAMPO GRANDE;5002704.0
SE;TELHA;Prefeito;55;LUCAS FREIRE VASCO;PSD;PSD / UNIÃO;Eleito;11;NORDESTE;2270;TELHA;2807303.0
RJ;SEROPÉDICA;Prefeito;11;LUCAS DUTRA DOS SANTOS;PP;PP / MDB / PL / PRD / MOBILIZA / AVANTE / PMB / PSB / PSD / SOLIDARIEDADE;Eleito;11;SUDESTE;29117;SEROPÉDICA;3305554.0
SE;SÃO CRISTÓVÃO;Prefeito;55;LUCAS DIEGO PRADO BARRETO SANTOS;PSD;PSD / PP / MDB / PSB / PDT / PL;Não eleito;11;NORDESTE;20802;SÃO CRISTÓVÃO;2806701.0
MG;LIBERDADE;Prefeito;25;LUCAS DE SOUZA GARCIA;PRD;PDT / PRD;Eleito;11;SUDESTE;1653;LIBERDADE;3138500.0
PB;PAULISTA;Prefeito;40;LUCAS DE SOUSA PEREIRA;PSB;REPUBLICANOS / PSB;Eleito;11;NORDESTE;5051;PAULISTA;2510907.0
SP;SÃO JOÃO DO PAU D'ALHO;Prefeito;55;LUCAS DE OLIVEIRA BARBOSA;PSD;MDB / PSD;Eleito;11;SUDESTE;872;SÃO JOÃO DO PAU D'ALHO;3549300.0
SP;PONTAL;Prefeito;11;LUCAS DE OLIVEIRA;PP;PP;Não eleito;11;SUDESTE;3661;PONTAL;3540200.0
SP;PRATÂNIA;Prefeito;13;LUCAS DE OLIVEIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT;Não eleito;11;SUDESTE;422;PRATÂNIA;3541059.0
GO;ÁGUAS LINDAS DE GOIÁS;Prefeito;44;LUCAS DE CARVALHO ANTONIETTI;UNIÃO;REPUBLICANOS / PP / PDT / MDB / PL / PRD / MOBILIZA / PMB / PSB / UNIÃO / AVANTE;Eleito;11;CENTRO-OESTE;73971;ÁGUAS LINDAS DE GOIÁS;5200258.0
PI;BOM PRINCÍPIO DO PIAUÍ;Prefeito;15;LUCAS DA SILVA MORAES;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / DC / PSD;Não eleito;11;NORDESTE;2680;BOM PRINCÍPIO DO PIAUÍ;
MG;CARMO DO PARANAÍBA;Prefeito;20;LUCAS DA SILVA MENDES;PODE;PODE;Eleito;11;SUDESTE;6522;CARMO DO PARANAÍBA;3114303.0
SP;SÃO SEBASTIÃO DA GRAMA;Prefeito;22;LUCAS CUETE;PL;PL / PODE;Não eleito;11;SUDESTE;1384;SÃO SEBASTIÃO DA GRAMA;3550803.0
SP;GUAIÇARA;Prefeito;10;LUCAS CRISTIAN FERNANDES;REPUBLICANOS;REPUBLICANOS / PRD;Não eleito;11;SUDESTE;1454;GUAIÇARA;3517208.0
PI;NOSSA SENHORA DE NAZARÉ;Prefeito;12;LUCAS COSTA DE OLIVEIRA;PDT;PDT;Não eleito;11;NORDESTE;702;NOSSA SENHORA DE NAZARÉ;
RS;SANTO ANTÔNIO DAS MISSÕES;Prefeito;12;LUCAS CORREA DORNELES;PDT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB;Não eleito;11;SUL;2893;SANTO ANTÔNIO DAS MISSÕES;4317707.0
MG;ITABIRINHA;Prefeito;55;LUCAS COIMBRA DONADIA;PSD;REPUBLICANOS / MDB / PL / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;6063;ITABIRINHA;3131802.0
MS;RIO BRILHANTE;Prefeito;15;LUCAS CENTENARO FORONI;MDB;REPUBLICANOS / PP / PDT / MDB / PODE / PL / PRD / PSB / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;16148;RIO BRILHANTE;5007208.0
PE;CABROBÓ;Prefeito;44;LUCAS CAVALCANTE NOVAES NETO;UNIÃO;UNIÃO;Não eleito;11;NORDESTE;6442;CABROBÓ;
MG;PAULISTAS;Prefeito;12;LUCAS CARMO DOS SANTOS;PDT;PDT / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;175;PAULISTAS;3148400.0
PR;XAMBRÊ;Prefeito;11;LUCAS CAMPANHOLI;PP;PP / MDB / PODE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2077;XAMBRÊ;
CE;MULUNGU;Prefeito;40;LUCAS ARRUDA MARTINS;PSB;PRD / DC / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB;Eleito;11;NORDESTE;5124;MULUNGU;2309102.0
SP;PALMARES PAULISTA;Prefeito;55;LUCAS APARECIDO DA ASSUMÇÃO;PSD;PSD / MDB / PRD;Eleito;11;SUDESTE;4430;PALMARES PAULISTA;3535101.0
RS;CORONEL PILAR;Prefeito;22;LUCAS ANTONIOLLI;PL;PL / PP;Não eleito;11;SUL;523;CORONEL PILAR;4305934.0
MG;MEDINA;Prefeito;15;LUCAS ALVES PEREIRA;MDB;PP / MDB / PSB / UNIÃO / PSD;Eleito;11;SUDESTE;5231;MEDINA;3141405.0
RS;MARQUES DE SOUZA;Prefeito;12;LUCAS ALBERTO STOLL;PDT;PDT;Não eleito;11;SUL;1443;MARQUES DE SOUZA;4312054.0
BA;SAUBARA;Prefeito;10;LUCAS ABDALA DE SANTANA MAIA;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;610;SAUBARA;2929750.0
SE;NOSSA SENHORA DA GLÓRIA;Prefeito;55;LUANA MICHELE DE OLIVEIRA SILVA CACHO;PSD;REPUBLICANOS / PP / MDB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;17701;NOSSA SENHORA DA GLÓRIA;2804508.0
PB;CAJAZEIRINHAS;Prefeito;40;LUANA MARA DE ALMEIDA;PSB;PSB / PP / REPUBLICANOS;Eleito;11;NORDESTE;2553;CAJAZEIRINHAS;2503753.0
MA;PAÇO DO LUMIAR;Prefeito;27;LUANA KARLA MADEIRA PEIXOTO;DC;DC;Não eleito;11;NORDESTE;967;PAÇO DO LUMIAR;2107506.0
PR;PINHAIS;Prefeito;11;LUANA CHAYENNE RETZLAFF DE FARIA PINTO SUZARTE;PP;PP;Não eleito;11;SUL;335;PINHAIS;4119152.0
CE;HIDROLÂNDIA;Prefeito;40;LUAN PEREIRA XAVIER GOMES;PSB;REPUBLICANOS / PSB;Eleito;11;NORDESTE;7037;HIDROLÂNDIA;2305209.0
PR;SANTA MÔNICA;Prefeito;44;LUAN GUSTAVO FRAZATTO;UNIÃO;PP / PSD / UNIÃO;Eleito;11;SUL;1538;SANTA MÔNICA;4123956.0
CE;POTIRETAMA;Prefeito;11;LUAN DANTAS FELIX;PP;PP / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;3656;POTIRETAMA;2311231.0
MG;ITAGUARA;Prefeito;22;LUAN BRENNER GONÇALVES DE MORAIS;PL;PP / MDB / PL / PSB / UNIÃO / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;4494;ITAGUARA;3132206.0
PB;CONCEIÇÃO;Prefeito;40;LUAN BATISTA FERREIRA;PSB;PSB / PDT / PODE;Não eleito;11;NORDESTE;4461;CONCEIÇÃO;2504405.0
MG;SÃO GONÇALO DO RIO ABAIXO;Prefeito;25;LUÃ AUGUSTO DOS SANTOS;PRD;PRD / SOLIDARIEDADE;Não eleito;11;SUDESTE;496;SÃO GONÇALO DO RIO ABAIXO;3161908.0
CE;POTENGI;Prefeito;13;LUA ALENCAR ALVES SOARES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MDB;Não eleito;11;NORDESTE;2601;POTENGI;2311207.0
SP;CASTILHO;Prefeito;13;LOURIVAL PLÁCIDO DE PAULA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;220;CASTILHO;3511003.0
SP;PRESIDENTE VENCESLAU;Prefeito;33;LOURIVAL NIEDDU GONÇALVES;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;124;PRESIDENTE VENCESLAU;3541505.0
PA;BAIÃO;Prefeito;15;LOURIVAL MENEZES FILHO;MDB;REPUBLICANOS / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB / MDB;Eleito;11;NORTE;13759;BAIÃO;1501204.0
MA;SÃO DOMINGOS DO AZEITÃO;Prefeito;11;LOURIVAL LEANDRO DOS SANTOS JUNIOR;PP;REPUBLICANOS / PP / MOBILIZA / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;3932;SÃO DOMINGOS DO AZEITÃO;2110658.0
PE;BELO JARDIM;Prefeito;22;LOURIVAL JULIÃO DE LIMA JUNIOR;PL;PL;Não eleito;11;NORDESTE;1587;BELO JARDIM;2601706.0
BA;RIBEIRA DO AMPARO;Prefeito;13;LOURIVAL HIGINO DA SILVA FILHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Não eleito;11;NORDESTE;4377;RIBEIRA DO AMPARO;2926509.0
RN;LAGOA NOVA;Prefeito;15;LOURIVAL FRANCISCO DA SILVA OLIVEIRA;MDB;MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;754;LAGOA NOVA;2406502.0
MG;SANTA EFIGÊNIA DE MINAS;Prefeito;44;LOURIVAL FERNADES DE ARAUJO;UNIÃO;UNIÃO / AVANTE;Não eleito;11;SUDESTE;22;SANTA EFIGÊNIA DE MINAS;3157500.0
GO;MINEIROS;Prefeito;22;LOURIVAL DE ASSIS LOBO FILHO;PL;PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Não eleito;11;CENTRO-OESTE;5667;MINEIROS;5213103.0
MG;BUENO BRANDÃO;Prefeito;44;LOURIVAL CAVINI JÚNIOR;UNIÃO;UNIÃO / PL / PSD;Eleito;11;SUDESTE;3880;BUENO BRANDÃO;3109105.0
GO;ANICUNS;Prefeito;22;LOURIVAL BUENO DE SOUZA;PL;PL;Não eleito;11;CENTRO-OESTE;3454;ANICUNS;5201306.0
BA;MAIQUINIQUE;Prefeito;77;LOURISVALDO RODRIGUES DE SOUZA;SOLIDARIEDADE;SOLIDARIEDADE / UNIÃO / REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / AVANTE;Não eleito;11;NORDESTE;2847;MAIQUINIQUE;2920007.0
PI;ANÍSIO DE ABREU;Prefeito;22;LOURINALDO RIBEIRO DE MACÊDO;PL;PL;Não eleito;11;NORDESTE;358;ANÍSIO DE ABREU;2200707.0
MA;BURITI;Prefeito;12;LOURINALDO BATISTA DA SILVA;PDT;PDT / PODE;Não eleito;11;NORDESTE;6114;BURITI;2102200.0
SP;MARAPOAMA;Prefeito;22;LOURENÇO LORENCETI;PL;PL / UNIÃO;Eleito;11;SUDESTE;1064;MARAPOAMA;3528858.0
RS;FAXINAL DO SOTURNO;Prefeito;15;LOURENÇO DOMINGOS MORO;MDB;MDB / PP;Eleito;11;SUL;2593;FAXINAL DO SOTURNO;4308003.0
MG;CÓRREGO DANTA;Prefeito;55;LOURENÇO BAIA PINTO FERREIRA;PSD;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Não eleito;11;SUDESTE;842;CÓRREGO DANTA;3119807.0
MA;SÃO BENTO;Prefeito;50;LOURDIANE DE JESUS NASCIMENTO;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;46;SÃO BENTO;2110500.0
MG;BELO HORIZONTE;Prefeito;29;LOURDES FRANCISCO DA COSTA;PCO;PCO;Não eleito;11;SUDESTE;231;BELO HORIZONTE;3106200.0
PR;ORTIGUEIRA;Prefeito;23;LOURDES BANACH;CIDADANIA;MDB / PL / UNIÃO / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / REPUBLICANOS / PSB / PSD;Não eleito;11;SUL;7018;ORTIGUEIRA;4117305.0
MG;JOSENÓPOLIS;Prefeito;22;LORIVALDO PIRES DE MATOS;PL;PL / MDB;Não eleito;11;SUDESTE;902;JOSENÓPOLIS;3136579.0
SC;JAGUARUNA;Prefeito;13;LORISVALDO FELISBINO CONSTANTE;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;266;JAGUARUNA;4208807.0
ES;VITÓRIA;Prefeito;10;LORENZO SILVA DE PAZOLINI;REPUBLICANOS;PSD / REPUBLICANOS / PP / PRD / NOVO / DC;Eleito;11;SUDESTE;105599;VITÓRIA;3205309.0
MG;ACAIACA;Prefeito;11;LORENZO ISAAC MILAGRES;PP;PP / PDT / MDB / UNIÃO;Não eleito;11;SUDESTE;1516;ACAIACA;3100401.0
SP;TAUBATÉ;Prefeito;77;LORENY MAYARA CAETANO ROBERTO;SOLIDARIEDADE;MDB / DC / PSB / SOLIDARIEDADE;Não eleito;11;SUDESTE;24133;TAUBATÉ;
PR;QUATRO BARRAS;Prefeito;55;LORENO BERNARDO TOLARDO;PSD;REPUBLICANOS / SOLIDARIEDADE / PSB / PSD / PODE;Eleito;11;SUL;7403;QUATRO BARRAS;4120804.0
RS;PARECI NOVO;Prefeito;15;LORENI CRISTINA REINHEIMER;MDB;MDB;Eleito;11;SUL;1972;PARECI NOVO;4314035.0
ES;CACHOEIRO DE ITAPEMIRIM;Prefeito;40;LORENA VASQUES SILVEIRA;PSB;PDT / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;11643;CACHOEIRO DE ITAPEMIRIM;3201209.0
SP;FRANCO DA ROCHA;Prefeito;77;LORENA RODRIGUES DE OLIVEIRA;SOLIDARIEDADE;PP / PODE / PL / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;36141;FRANCO DA ROCHA;3516408.0
GO;TAQUARAL DE GOIÁS;Prefeito;12;LORENA MACHADO NERI;PDT;REPUBLICANOS / PDT;Eleito;11;CENTRO-OESTE;1775;TAQUARAL DE GOIÁS;5221007.0
BA;IGRAPIÚNA;Prefeito;55;LORENA LEMOS LEITE;PSD;PSD / DC;Não eleito;11;NORDESTE;3649;IGRAPIÚNA;2913457.0
GO;DAVINÓPOLIS;Prefeito;15;LORENA DAMAS GOMES;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO;Não eleito;11;CENTRO-OESTE;1554;DAVINÓPOLIS;5206909.0
BA;SANTA CRUZ CABRÁLIA;Prefeito;44;LOREDANO ALEIXO PEREIRA DOS SANTOS JUNIOR;UNIÃO;UNIÃO;Não eleito;11;NORDESTE;1090;SANTA CRUZ CABRÁLIA;2927705.0
PA;ALTAMIRA;Prefeito;55;LOREDAN DE ANDRADE MELLO;PSD;REPUBLICANOS / PDT / PODE / SOLIDARIEDADE / PRD / PRTB / PSD;Eleito;11;NORTE;20300;ALTAMIRA;1500602.0
RS;TRÊS FORQUILHAS;Prefeito;11;LORACI KLIPPEL MELO GERMANN;PP;PP;Eleito;11;SUL;1560;TRÊS FORQUILHAS;4321832.0
RS;SANANDUVA;Prefeito;45;LOEVIR FIDENCIO ANTUNES BENEDETTI;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2378;SANANDUVA;4316600.0
RS;CONSTANTINA;Prefeito;22;LODEIR DANELLI;PL;PL;Não eleito;11;SUL;249;CONSTANTINA;4305801.0
RS;CAIÇARA;Prefeito;13;LIZETE PITON CEOLIN;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;333;CAIÇARA;4303400.0
CE;PIRES FERREIRA;Prefeito;40;LIVIA MARIA MESQUITA MORORO MUNIZ MARQUES;PSB;PSB;Eleito;11;NORDESTE;5391;PIRES FERREIRA;2310951.0
MG;NOVA PONTE;Prefeito;23;LIVIA MARIA AMBROSIO DA SILVA;CIDADANIA;PODE / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;5605;NOVA PONTE;3145000.0
PE;PAULISTA;Prefeito;11;LÍVIA MARIA ÁLVARO;PP;PP;Não eleito;11;NORDESTE;15784;PAULISTA;2610707.0
BA;SAUBARA;Prefeito;45;LIVIA JACKLINE ALVES DE SANTANA DAS VIRGENS;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO / MDB;Não eleito;11;NORDESTE;4443;SAUBARA;2929750.0
MG;SÃO JOÃO DEL REI;Prefeito;13;LÍVIA GUIMARÃES CARVALHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE / PSB / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;7474;SÃO JOÃO DEL REI;3162500.0
AL;BARRA DE SANTO ANTÔNIO;Prefeito;10;LIVIA CARLA DA SILVA ALVES;REPUBLICANOS;REPUBLICANOS / PSD / SOLIDARIEDADE;Eleito;11;NORDESTE;7647;BARRA DE SANTO ANTÔNIO;2700508.0
GO;SANTO ANTÔNIO DE GOIÁS;Prefeito;45;LIVIA CARDOSO LOPES;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT / PODE;Não eleito;11;CENTRO-OESTE;477;SANTO ANTÔNIO DE GOIÁS;5219738.0
GO;RIO VERDE;Prefeito;22;LISSAUER VIEIRA;PL;PL / DC / PODE / PSD / PRTB / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;24805;RIO VERDE;5218805.0
SP;PRAIA GRANDE;Prefeito;22;LISSANDRO SILVA FLORENCIO;PL;PL / PODE;Não eleito;11;SUDESTE;21391;PRAIA GRANDE;3541000.0
PI;COLÔNIA DO GURGUÉIA;Prefeito;15;LISIANE FRANCO ROCHA ARAÚJO;MDB;MDB / PSD;Eleito;11;NORDESTE;1871;COLÔNIA DO GURGUÉIA;2202752.0
PR;RIBEIRÃO CLARO;Prefeito;44;LISANDRO JOSÉ NÉIA BAGGIO;UNIÃO;UNIÃO / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;4151;RIBEIRÃO CLARO;4121802.0
SP;EMBU-GUAÇU;Prefeito;55;LISANDRO CASSIO DEODATO RIBEIRO;PSD;PSD / PP;Não eleito;11;SUDESTE;9100;EMBU-GUAÇU;3515103.0
MG;MUZAMBINHO;Prefeito;13;LISANDRO CARVALHO DE ALMEIDA LIMA;PT;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;533;MUZAMBINHO;3144102.0
SC;LAGES;Prefeito;44;LIO MARCOS MARIN;UNIÃO;UNIÃO / NOVO / PSD / PP;Não eleito;11;SUL;11690;LAGES;4209300.0
BA;ELÍSIO MEDRADO;Prefeito;55;LINSMAR MOURA BITTENCOURT SANTOS;PSD;MDB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;4195;ELÍSIO MEDRADO;2910305.0
PR;CAMPO LARGO;Prefeito;43;LINO PETRY;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2240;CAMPO LARGO;4104204.0
MS;CORONEL SAPUCAIA;Prefeito;22;LINO LUIZ KEFFLER;PL;NOVO / PL;Não eleito;11;CENTRO-OESTE;787;CORONEL SAPUCAIA;5003157.0
CE;JUAZEIRO DO NORTE;Prefeito;29;LINO ALVES DE ALMEIDA;PCO;PCO;Não eleito;11;NORDESTE;0;JUAZEIRO DO NORTE;2307304.0
SP;VALINHOS;Prefeito;30;LINEU BUENO DE OLIVEIRA FILHO;NOVO;NOVO;Não eleito;11;SUDESTE;1167;VALINHOS;3556206.0
MG;SÃO TIAGO;Prefeito;33;LINDOVAL RONALDO DE CASTRO;MOBILIZA;MOBILIZA / PSD;Não eleito;11;SUDESTE;1828;SÃO TIAGO;3165008.0
MG;ALVINÓPOLIS;Prefeito;13;LINDOURO MODESTO GOMES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;4104;ALVINÓPOLIS;3102308.0
RO;COLORADO DO OESTE;Prefeito;15;LINDON JONSON COSTA;MDB;MDB / AGIR;Não eleito;11;NORTE;484;COLORADO DO OESTE;1100064.0
RO;NOVA MAMORÉ;Prefeito;27;LINDOMAR RODRIGUES DOS SANTOS;DC;DC / SOLIDARIEDADE;Não eleito;11;NORTE;184;NOVA MAMORÉ;
SC;INDAIAL;Prefeito;44;LINDOMAR LINDNER;UNIÃO;UNIÃO;Não eleito;11;SUL;592;INDAIAL;4207502.0
PI;SÃO PEDRO DO PIAUÍ;Prefeito;11;LINDOMAR GONÇALVES DE ALENCAR;PP;PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB;Eleito;11;NORDESTE;5936;SÃO PEDRO DO PIAUÍ;
AL;ARAPIRACA;Prefeito;45;LINDOMAR FERREIRA DE QUEIROZ;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;536;ARAPIRACA;2700300.0
MG;RITÁPOLIS;Prefeito;33;LINDOMAR ELDER DE SOUSA;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;167;RITÁPOLIS;3156106.0
GO;MAIRIPOTABA;Prefeito;44;LINDOMAR CLAUDINO BESSA;UNIÃO;MDB / UNIÃO;Eleito;11;CENTRO-OESTE;1955;MAIRIPOTABA;5212600.0
RO;CANDEIAS DO JAMARI;Prefeito;10;LINDOMAR BARBOSA ALVES;REPUBLICANOS;REPUBLICANOS / PSD / PDT / SOLIDARIEDADE / DC / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRTB / AGIR;Eleito;11;NORTE;9035;CANDEIAS DO JAMARI;1100809.0
SC;RIO FORTUNA;Prefeito;55;LINDOMAR BALLMANN;PSD;PP / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;2543;RIO FORTUNA;4214904.0
PR;ITAIPULÂNDIA;Prefeito;55;LINDOLFO MARTINS RUI;PSD;REPUBLICANOS / PP / PSD / PSB / UNIÃO;Eleito;11;SUL;4810;ITAIPULÂNDIA;4110953.0
SP;ANHEMBI;Prefeito;11;LINDEVAL AUGUSTO MOTA;PP;PP / PRD / PSD;Não eleito;11;SUDESTE;1201;ANHEMBI;3502309.0
MG;BARÃO DE COCAIS;Prefeito;22;LINDEMBERG ALVES GODINHO;PL;PL;Não eleito;11;SUDESTE;703;BARÃO DE COCAIS;3105400.0
RN;SÃO PEDRO;Prefeito;20;LINDBERGH FERNANDES DE ARAUJO;PODE;PODE / PP;Eleito;11;NORDESTE;2853;SÃO PEDRO;2412708.0
SE;NOSSA SENHORA DA GLÓRIA;Prefeito;35;LINDBERG BRASIL CAVALCANTE;PMB;PMB;Não eleito;11;NORDESTE;211;NOSSA SENHORA DA GLÓRIA;2804508.0
SP;CEDRAL;Prefeito;22;LINCON VINÍCIUS PÉRICO;PL;PL / PRD;Não eleito;11;SUDESTE;1972;CEDRAL;3511300.0
RR;BOA VISTA;Prefeito;50;LINCOLN ALMEIDA FREIRE;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORTE;1501;BOA VISTA;1400100.0
MG;RAPOSOS;Prefeito;40;LILIANO RODRIGO REZENDE;PSB;PP / PODE / PSB / MDB / AVANTE;Não eleito;11;SUDESTE;3496;RAPOSOS;3153905.0
MG;COQUEIRAL;Prefeito;33;LILIAN REIS PELOSO LARSEN;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;1985;COQUEIRAL;3118700.0
PR;GUARAQUEÇABA;Prefeito;55;LILIAN RAMOS NARLOCH;PSD;REPUBLICANOS / MDB / PODE / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2849;GUARAQUEÇABA;4109500.0
RS;SANTO AUGUSTO;Prefeito;22;LILIAN FONTOURA DEPIERE;PL;PL / PDT;Eleito;11;SUL;5674;SANTO AUGUSTO;4317806.0
SP;MARÍLIA;Prefeito;29;LILIAN CRISTINA MIRANDA;PCO;PCO;Não eleito;11;SUDESTE;171;MARÍLIA;3529005.0
MG;PASSA TEMPO;Prefeito;11;LILIAN BEATRICE RESENDE FALEIRO URBANO;PP;PP / PL;Não eleito;11;SUDESTE;2547;PASSA TEMPO;3147709.0
PR;CASCAVEL;Prefeito;13;LILIAM FARIA PORTO BORGES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUL;15384;CASCAVEL;4104808.0
MA;SENADOR LA ROCQUE;Prefeito;50;LILCIOMAR MARIANO CARNEIRO;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;143;SENADOR LA ROCQUE;2111763.0
CE;SANTA QUITÉRIA;Prefeito;13;LIGIA MARIA BENEVINUTO DE SOUSA PROTASIO;PT;REPUBLICANOS / PSD / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;7991;SANTA QUITÉRIA;2312205.0
MG;RIO PARANAÍBA;Prefeito;11;LIEMAR RIBEIRO DORNELES;PP;PP / PDT / MDB / PODE / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB;Não eleito;11;SUDESTE;3964;RIO PARANAÍBA;3155504.0
RS;FLORES DA CUNHA;Prefeito;15;LIDIO SCORTEGAGNA;MDB;PDT / MDB / PRD / PSB / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;7620;FLORES DA CUNHA;4308201.0
MS;IGUATEMI;Prefeito;45;LIDIO LEDESMA;PSDB;REPUBLICANOS / PP / PDT / PODE / PSD / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;4865;IGUATEMI;5004304.0
AP;PRACUÚBA;Prefeito;55;LIDIANE OLIVEIRA NUNES;PSD;PSD;Não eleito;11;NORTE;1282;PRACUÚBA;1600550.0
