sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos
PA;SENADOR JOSÉ PORFÍRIO;Prefeito;55;LEONALDO ALBUQUERQUE DE SOUSA;PSD;PSD / AVANTE / PODE / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORTE;4758
MG;ANGELÂNDIA;Prefeito;22;LEOMIR CAMARGOS DOS SANTOS;PL;PL / MOBILIZA / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1816
PB;LUCENA;Prefeito;15;LEOMAX DA COSTA BANDEIRA;MDB;MDB / AVANTE / REPUBLICANOS / PP / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;5599
PR;LEÓPOLIS;Prefeito;55;LEOMAR MONTEIRO;PSD;PP / UNIÃO / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;2496
PB;BELÉM DO BREJO DO CRUZ;Prefeito;22;LEOMAR JÂNIO DE MEDEIROS MAIA;PL;REPUBLICANOS / MDB / PL / UNIÃO;Eleito;11;NORDESTE;3696
RS;NOVO CABRAIS;Prefeito;13;LEODEGAR RODRIGUES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PODE;Eleito;11;SUL;1471
SP;VARGEM;Prefeito;44;LEODECIO ALVES DE LIMA;UNIÃO;MDB / PODE / PMB / UNIÃO;Eleito;11;SUDESTE;3088
MS;SÃO GABRIEL DO OESTE;Prefeito;55;LEOCIR PAULO MONTAGNA;PSD;PSD;Eleito;11;CENTRO-OESTE;8043
BA;ITAPICURU;Prefeito;70;LEOBINO BATISTA DO NASCIMENTO NETO;AVANTE;AVANTE;Não eleito;11;NORDESTE;4490
MA;ESTREITO;Prefeito;22;LEOARREN TÚLIO DE SOUSA CUNHA;PL;PL / PRD / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;8948
RS;UNIÃO DA SERRA;Prefeito;44;LEO PAULO CENDRON;UNIÃO;UNIÃO;Não eleito;11;SUL;603
BA;BURITIRAMA;Prefeito;15;LÉO MIRANDA SÃO MATEUS;MDB;PP / MDB;Eleito;11;NORDESTE;6458
MA;ITINGA DO MARANHÃO;Prefeito;11;LENY PAULA FIRMIANO AGUIAR;PP;PP / PDT;Eleito;11;NORDESTE;5669
SC;MONDAÍ;Prefeito;15;LENOIR DA ROCHA;MDB;MDB / PSD;Não eleito;11;SUL;1887
GO;PIRACANJUBA;Prefeito;11;LENIZIA ALVES CANEDO;PP;PP / PDT / PODE / AVANTE / SOLIDARIEDADE;Eleito;11;CENTRO-OESTE;3242
SC;ERVAL VELHO;Prefeito;15;LENITA DADALT FONTANA;MDB;MDB / PSD;Eleito;11;SUL;1536
RS;IBARAMA;Prefeito;11;LENISE LOURDES LAZZAROTTO MARIANI;PP;PP / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;1722
SP;RUBIÁCEA;Prefeito;22;LENIRA MARIA SILVA DE NOVAIS;PL;REPUBLICANOS / PP / PL;Não eleito;11;SUDESTE;645
RS;SÃO JOSÉ DO HORTÊNCIO;Prefeito;15;LENIR GOSSLER REICHERT;MDB;MDB;Não eleito;11;SUL;1320
RN;CAIÇARA DO RIO DO VENTO;Prefeito;10;LENILSON EDUARDO DOS SANTOS;REPUBLICANOS;MDB / REPUBLICANOS / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;0
BA;IBICARAÍ;Prefeito;13;LENILDO ALVES SANTANA;PT;PSB / PSD / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;3531
AL;MACEIÓ;Prefeito;80;LENILDA LUNA DE ALMEIDA;UP;UP;Não eleito;11;NORDESTE;9354
MG;DESCOBERTO;Prefeito;25;LENE MONICA DA SILVA PINTO;PRD;PL / AGIR / PODE / PRD;Não eleito;11;SUDESTE;969
MG;BAMBUÍ;Prefeito;70;LELIS JORGE SILVA;AVANTE;AVANTE / PRTB / AGIR / PSB / PSD;Não eleito;11;SUDESTE;3733
BA;PRESIDENTE JÂNIO QUADROS;Prefeito;13;LELIO ALVES BRITO JUNIOR;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Eleito;11;NORDESTE;4778
BA;IBIQUERA;Prefeito;13;LELINHO RIBEIRO SILVA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PODE;Não eleito;11;NORDESTE;1294
MT;SÃO FÉLIX DO ARAGUAIA;Prefeito;44;EURIPEDES TAVARES DOS SANTOS;UNIÃO;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE / UNIÃO / PSB / PODE;Não eleito;11;CENTRO-OESTE;2739
MG;SANTA BÁRBARA DO TUGÚRIO;Prefeito;40;LELES MOURA FERREIRA DA SILVA;PSB;PDT / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1476
RN;TIMBAÚBA DOS BATISTAS;Prefeito;10;LEILA TEIXEIRA DE ARAUJO;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;726
GO;SANTA ROSA DE GOIÁS;Prefeito;77;LEILA SILVA CÉSAR;SOLIDARIEDADE;SOLIDARIEDADE / PL;Não eleito;11;CENTRO-OESTE;1491
TO;BARROLÂNDIA;Prefeito;43;LEILA DE SOUSA ARAÚJO ROCHA;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PP;Não eleito;11;NORTE;1830
SP;UBIRAJARA;Prefeito;15;LEILA ALVIM BORDIM;MDB;MDB / PSB;Eleito;11;SUDESTE;964
GO;SANTA TEREZA DE GOIÁS;Prefeito;44;LEIA MENDONCA DOS REIS BORGES;UNIÃO;UNIÃO / PDT;Eleito;11;CENTRO-OESTE;1948
GO;LUZIÂNIA;Prefeito;50;LEE PETTERSON DA SILVA ALMEIDA;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;CENTRO-OESTE;609
SC;CAMPO BELO DO SUL;Prefeito;40;LEDUIR PRESTES PADILHA;PSB;PSB;Não eleito;11;SUL;21
MT;NOVA BANDEIRANTES;Prefeito;15;CESAR AUGUSTO PERIGO;MDB;PP / MDB / PODE / UNIÃO;Não eleito;11;CENTRO-OESTE;2705
MG;ALVINÓPOLIS;Prefeito;20;LEDES COTA;PODE;PODE;Não eleito;11;SUDESTE;528
PI;ALVORADA DO GURGUÉIA;Prefeito;15;LECIO GUSTAVO SOUSA BEZERRA;MDB;MDB / PSB / SOLIDARIEDADE;Eleito;11;NORDESTE;2224
GO;APARECIDA DE GOIÂNIA;Prefeito;15;LEANDRO VILELA VELLOSO;MDB;PP / MDB / PODE / UNIÃO / PSD / SOLIDARIEDADE / PMB;2º turno;11;CENTRO-OESTE;109793
MG;SERRA AZUL DE MINAS;Prefeito;12;LEANDRO VENTURA REIS;PDT;PDT / AVANTE;Não eleito;11;SUDESTE;1225
RN;CANGUARETAMA;Prefeito;15;LEANDRO VARELA DOS SANTOS;MDB;MDB / PRTB / SOLIDARIEDADE;Eleito;11;NORDESTE;10774
RS;CACHOEIRA DO SUL;Prefeito;45;LEANDRO TITTELMAIER BALARDIN;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PODE / MDB / PSD;Eleito;11;SUL;17088
ES;SÃO JOSÉ DO CALÇADO;Prefeito;10;LEANDRO TEODORO DE ALMEIDA;REPUBLICANOS;REPUBLICANOS / PP / PRD / AGIR / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;3258
RO;CORUMBIARA;Prefeito;44;LEANDRO TEIXEIRA VIEIRA;UNIÃO;UNIÃO / REPUBLICANOS / MDB / PODE / PL / DC / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORTE;3968
MG;CONSELHEIRO LAFAIETE;Prefeito;25;LEANDRO TADEU MURTA DOS REIS CHAGAS;PRD;PRD / PP / PSD / PL / NOVO;Eleito;11;SUDESTE;24593
RS;CAPÃO DO CIPÓ;Prefeito;11;LEANDRO SANTOS DE ALMEIDA;PP;PP;Não eleito;11;SUL;933
AM;HUMAITÁ;Prefeito;22;LEANDRO RUFATTO;PL;PL;Não eleito;11;NORTE;5584
SC;CORONEL FREITAS;Prefeito;55;LEANDRO ROGÉRIO FERREIRA;PSD;PSD / UNIÃO;Não eleito;11;SUL;1721
PE;GAMELEIRA;Prefeito;55;LEANDRO RIBEIRO GOMES DE LIMA;PSD;UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;9704
SP;MIGUELÓPOLIS;Prefeito;15;LEANDRO QUEIROZ FERREIRA;MDB;MDB / UNIÃO;Não eleito;11;SUDESTE;2472
MG;PALMÓPOLIS;Prefeito;55;LEANDRO PINTO ROCHA;PSD;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Eleito;11;SUDESTE;2657
RJ;RIO BONITO;Prefeito;77;LEANDRO PEREIRA NETTO;SOLIDARIEDADE;MDB / DC / SOLIDARIEDADE;Não eleito;11;SUDESTE;9414
MA;SANTO AMARO DO MARANHÃO;Prefeito;65;LEANDRO OLIVEIRA DA SILVA;PC do B;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO / SOLIDARIEDADE;Eleito;11;NORDESTE;6072
SE;SIMÃO DIAS;Prefeito;15;LEANDRO MURAD OLIVEIRA;MDB;MDB;Não eleito;11;NORDESTE;1051
TO;MIRANORTE;Prefeito;22;LEANDRO MOTA BARBOSA TELES;PL;PL / UNIÃO;Eleito;11;NORTE;4246
RS;CAPIVARI DO SUL;Prefeito;12;LEANDRO MONTEIRO DOS SANTOS;PDT;PDT;Não eleito;11;SUL;427
RN;SÃO MIGUEL;Prefeito;44;LEANDRO MICHEL DO REGO LIMA;UNIÃO;MDB / PL / PSB / UNIÃO / PSD;Eleito;11;NORDESTE;7371
MA;AXIXÁ;Prefeito;44;LEANDRO MARQUES PESTANA;UNIÃO;UNIÃO / REPUBLICANOS;Não eleito;11;NORDESTE;388
RS;IGREJINHA;Prefeito;11;LEANDRO MARCIANO HORLLE;PP;PP / PDT / PL / PSB / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;16218
MG;OURO BRANCO;Prefeito;45;LEANDRO MARCELO SOUZA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / UNIÃO;Não eleito;11;SUDESTE;7197
MS;CAMAPUÃ;Prefeito;55;LEANDRO MACHADO BORGES;PSD;PSD / PL / MDB;Não eleito;11;CENTRO-OESTE;3298
MG;VOLTA GRANDE;Prefeito;13;LEANDRO LUIZ DE SOUZA MAGALHÃES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1194
MG;IPIAÇU;Prefeito;55;LEANDRO LUIZ DE OLIVEIRA;PSD;PSD / PL;Não eleito;11;SUDESTE;875
SP;SANTA RITA DO PASSA QUATRO;Prefeito;11;LEANDRO LUCIANO DOS SANTOS;PP;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;Não eleito;11;SUDESTE;2404
SC;SÃO BONIFÁCIO;Prefeito;22;LEANDRO LEOMAR LEISING;PL;PL;Não eleito;11;SUL;1137
BA;ITAJUÍPE;Prefeito;70;LEANDRO JUNQUILHO CUNHA;AVANTE;MDB / PODE / AVANTE / PSB;Eleito;11;NORDESTE;7811
PR;RIO AZUL;Prefeito;55;LEANDRO JASINSKI;PSD;MDB / PODE / PSB / UNIÃO / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;6295
RS;GUARANI DAS MISSÕES;Prefeito;11;LEANDRO INACIO WASTOWSKI;PP;PP / MDB / UNIÃO;Eleito;11;SUL;2682
PR;MARILENA;Prefeito;13;LEANDRO HENRIQUE MINOTTI FERNANDES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;42
MG;SANTA RITA DO SAPUCAÍ;Prefeito;44;LEANDRO HENRIQUE MENDES;UNIÃO;UNIÃO / PSD / Federação PSOL REDE (PSOL / REDE) / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT / PSB / AVANTE / SOLIDARIEDADE / PP;Eleito;11;SUDESTE;8753
SP;FERNÃO;Prefeito;45;LEANDRO GOMES DE MELO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;0
RS;CANGUÇU;Prefeito;15;LEANDRO GAUGER EHLERT;MDB;PL / PRD / UNIÃO / MDB;Não eleito;11;SUL;9284
SP;RIBEIRÃO BRANCO;Prefeito;45;LEANDRO FRUTUOSO DE OLIVEIRA;PSDB;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PODE / PSD / PSB / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;4711
SP;SANTANA DE PARNAÍBA;Prefeito;22;LEANDRO FREDERICO MONTEIRO;PL;PL;Não eleito;11;SUDESTE;2457
SC;IPIRA;Prefeito;45;LEANDRO FORSTER;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;122
PB;PASSAGEM;Prefeito;20;LEANDRO FIRMINO BARBOZA;PODE;PODE;Não eleito;11;NORDESTE;664
MG;RECREIO;Prefeito;13;LEANDRO FERREIRA MEDEIROS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;3430
MS;NOVA ANDRADINA;Prefeito;45;LEANDRO FERREIRA LUIZ FEDOSSI;PSDB;REPUBLICANOS / MDB / PODE / PL / PSB / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / PSD;Eleito;11;CENTRO-OESTE;11542
RJ;ENGENHEIRO PAULO DE FRONTIN;Prefeito;30;LEANDRO FERREIRA DE CARVALHO;NOVO;NOVO;Não eleito;11;SUDESTE;136
TO;LAGOA DO TOCANTINS;Prefeito;10;LEANDRO FERNANDES SOARES;REPUBLICANOS;REPUBLICANOS / MDB / PP;Eleito;11;NORTE;1529
MT;PORTO DOS GAÚCHOS;Prefeito;15;VANDERLEI ANTONIO DE ABREU;MDB;PP / PDT / MDB / PL / PSB;Eleito;11;CENTRO-OESTE;2689
MG;CHAPADA DO NORTE;Prefeito;55;LEANDRO EVANGELISTA DO SOCORRO;PSD;MOBILIZA / PSD / AGIR / SOLIDARIEDADE;Eleito;11;SUDESTE;3814
SP;ANALÂNDIA;Prefeito;15;LEANDRO EDUARDO SANTARPIO;MDB;MDB / PP / PSD / PSB;Não eleito;11;SUDESTE;1601
MG;SANTA RITA DE IBITIPOCA;Prefeito;15;LEANDRO EDUARDO FONSECA PAULA;MDB;PSD / MDB;Eleito;11;SUDESTE;2183
RJ;CARAPEBUS;Prefeito;11;LEANDRO DRUMOND ESTEVES;PP;PP / UNIÃO / AVANTE / MDB / PSD;Não eleito;11;SUDESTE;4284
PR;OURO VERDE DO OESTE;Prefeito;11;LEANDRO DOS SANTOS;PP;PP / PRTB;Não eleito;11;SUL;865
PR;MANGUEIRINHA;Prefeito;55;LEANDRO DORINI;PSD;PSD / PP / MDB / PSB / SOLIDARIEDADE / PODE / MOBILIZA / AGIR;Eleito;11;SUL;3995
BA;SANTA MARIA DA VITÓRIA;Prefeito;55;LEANDRO DE SOUZA QUEIROZ;PSD;PSD / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;8215
SC;URUBICI;Prefeito;55;LEANDRO DE SOUZA CORRÊA;PSD;MDB / PSD / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;3430
MG;LIMEIRA DO OESTE;Prefeito;22;LEANDRO DE SOUZA CARVALHO;PL;PDT / AGIR / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / DC / PL;Eleito;11;SUDESTE;2843
PR;PÉROLA;Prefeito;13;LEANDRO DE LIMA DANELON;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT;Não eleito;11;SUL;235
BA;CRISÓPOLIS;Prefeito;40;LEANDRO DANTAS DE JESUS COSTA;PSB;PSB / PP / MDB / PDT / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;9655
RS;SEDE NOVA;Prefeito;11;LEANDRO CORTELETTI BAUNGRAT;PP;PP;Não eleito;11;SUL;1156
SP;MORRO AGUDO;Prefeito;23;LEANDRO CÉSAR SILVA VALADARES;CIDADANIA;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB / AVANTE;Eleito;11;SUDESTE;6608
CE;JIJOCA DE JERICOACOARA;Prefeito;11;LEANDRO CESAR DE SOUSA;PP;REPUBLICANOS / PP / MDB / PSB;Eleito;11;NORDESTE;10680
SC;JABORÁ;Prefeito;22;LEANDRO CERUTTI ZENATTI;PL;PL;Não eleito;11;SUL;914
PR;ITAÚNA DO SUL;Prefeito;40;LEANDRO CAVALCANTE DA SILVA;PSB;PSB;Não eleito;11;SUL;530
BA;ALAGOINHAS;Prefeito;30;LEANDRO CARVALHO SANSON;NOVO;NOVO;Não eleito;11;NORDESTE;1863
MT;RIBEIRÃO CASCALHEIRA;Prefeito;22;ELZA DIVINA BORGES GOMES;PL;PP / PL;Eleito;11;CENTRO-OESTE;2681
RS;SANTA BÁRBARA DO SUL;Prefeito;12;LEANDRO CARAFFINI VENERAL;PDT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PRD;Eleito;11;SUL;2977
SC;LAGES;Prefeito;29;LEANDRO BRUGNAGO BORGES;PCO;PCO;Não eleito;11;SUL;100
MG;ALMENARA;Prefeito;55;LEANDRO BRITO DE ANDRADE;PSD;REPUBLICANOS / PP / PSD / SOLIDARIEDADE;Não eleito;11;SUDESTE;9844
BA;MACURURÉ;Prefeito;65;LEANDRO BERGUE GOMES DA CRUZ;PC do B;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MDB;Eleito;11;NORDESTE;3727
MT;NOVA MARINGÁ;Prefeito;44;ANA MARIA URQUIZA CASAGRANDE;UNIÃO;UNIÃO / PP / PRD / REPUBLICANOS;Eleito;11;CENTRO-OESTE;2663
RO;ALTO PARAÍSO;Prefeito;22;LEANDRO AMBRÓSIO DA SILVA;PL;PP / PL;Não eleito;11;NORTE;2056
BA;ITAMARAJU;Prefeito;12;LEANDRO ALMEIDA LOPES;PDT;PDT;Não eleito;11;NORDESTE;1044
RS;PANAMBI;Prefeito;11;LEANDRO ALMEIDA;PP;PP / PL;Não eleito;11;SUL;2352
MG;ITAJUBÁ;Prefeito;30;LEANDRA MACHADO SANTOS;NOVO;NOVO;Não eleito;11;SUDESTE;628
MG;ITUIUTABA;Prefeito;70;LEANDRA GUEDES FERREIRA;AVANTE;AVANTE / AGIR / MDB / PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD / REPUBLICANOS / DC / MOBILIZA / SOLIDARIEDADE;Eleito;11;SUDESTE;33662
BA;PIRITIBA;Prefeito;77;LEANDRA BELITARDO BARRETTO DE ANDRADE LIMA;SOLIDARIEDADE;PP / UNIÃO / SOLIDARIEDADE / PSD;Eleito;11;NORDESTE;5884
MA;URBANO SANTOS;Prefeito;20;LÉA CRISTINA SILVA LÉDA;PODE;PODE / SOLIDARIEDADE;Não eleito;11;NORDESTE;2983
GO;NOVA CRIXÁS;Prefeito;44;LAZARO VALDIVINO DA SILVA;UNIÃO;UNIÃO / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;2567
MG;CAMPANHA;Prefeito;13;LÁZARO ROBERTO DA SILVA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MDB / PDT / PSB / PP;Eleito;11;SUDESTE;5576
MG;BERILO;Prefeito;55;LAZARO PEREIRA NEVES;PSD;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PRD / PSD;Não eleito;11;SUDESTE;2056
TO;CARMOLÂNDIA;Prefeito;10;LAZARO PEREIRA DA SILVA NASCIMENTO;REPUBLICANOS;REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORTE;676
SP;SANTA GERTRUDES;Prefeito;22;LAZARO NOE DA SILVA;PL;REPUBLICANOS / PP / UNIÃO / MDB / PL;Eleito;11;SUDESTE;9787
BA;CAMAÇARI;Prefeito;35;LÁZARO JOSÉ RIOS DA SILVA;PMB;PMB;Não eleito;11;NORDESTE;108
RO;ALTO ALEGRE DOS PARECIS;Prefeito;43;LÁZARO ELIAS PEREIRA;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORTE;321
GO;FORMOSA;Prefeito;70;LÁZARO DÉCIO FAGUNDES;AVANTE;MOBILIZA / AGIR / AVANTE / PSB / PRD;Não eleito;11;CENTRO-OESTE;14828
BA;PEDRO ALEXANDRE;Prefeito;15;LAZARO DE JESUS SANTOS;MDB;MDB / AVANTE;Não eleito;11;NORDESTE;3830
AM;FONTE BOA;Prefeito;10;LÁZARO DE ARAUJO DE ALMEIDA;REPUBLICANOS;REPUBLICANOS / PP / PSD / AVANTE;Eleito;11;NORTE;7427
PA;MÃE DO RIO;Prefeito;11;LAYS MARQUES DE LIMA CEZIMBRA DE ASSIS;PP;PP / REPUBLICANOS / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORTE;9712
RN;PENDÊNCIAS;Prefeito;15;LAYS HELENA CABRAL DE QUEIROZ;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;4783
MT;GENERAL CARNEIRO;Prefeito;15;JOÃO FILHO MARQUES RODRIGUES;MDB;MDB / PSB / PL;Eleito;11;CENTRO-OESTE;2660
MG;CORDISBURGO;Prefeito;15;LAWRENCE GIOVANNI TROMBINI COSTA;MDB;MDB / PSB / PRD / PP / AVANTE;Não eleito;11;SUDESTE;2615
RN;MOSSORÓ;Prefeito;45;LAWRENCE CARLOS AMORIM DE ARAUJO;PSDB;PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB / MDB;Não eleito;11;NORDESTE;16115
SP;PINHALZINHO;Prefeito;44;LAURO VICTOR MOREIRA DE LIMA;UNIÃO;PODE / UNIÃO;Não eleito;11;SUDESTE;673
SC;SCHROEDER;Prefeito;11;LAURO TOMCZAK;PP;PP / UNIÃO;Não eleito;11;SUL;3146
SP;FARTURA;Prefeito;40;LAURO ROGERIO DOGNANI;PSB;PSB;Não eleito;11;SUDESTE;897
RS;SÃO JOSÉ DO HERVAL;Prefeito;15;LAURO RODRIGUES VIEIRA;MDB;PL / MDB;Não eleito;11;SUL;978
SC;IÇARA;Prefeito;13;LAURO JOSE MARQUES NOGUEIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;1197
RS;SANTO ANTÔNIO DO PALMA;Prefeito;12;LAURO GATTO;PDT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB;Não eleito;11;SUL;809
PA;TAILÂNDIA;Prefeito;15;LAURO FERRAZ HOFFMANN;MDB;PDT / MDB / PRD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORTE;21972
PR;JANDAIA DO SUL;Prefeito;44;LAURO DE SOUZA SILVA JUNIOR;UNIÃO;UNIÃO / REPUBLICANOS;Não eleito;11;SUL;2838
SP;JAÚ;Prefeito;50;LAURO CARLOS PACHECO;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;487
SC;BRAÇO DO NORTE;Prefeito;15;LAURO BOEING JUNIOR;MDB;PP / MDB / UNIÃO;Eleito;11;SUL;9587
RS;DAVID CANABARRO;Prefeito;55;LAURO ANTONIO BENEDETTI;PSD;PP / UNIÃO / PSD;Eleito;11;SUL;1957
PB;CATOLÉ DO ROCHA;Prefeito;44;LAURO ADOLFO MAIA SERAFIM;UNIÃO;REPUBLICANOS / PP / UNIÃO;Eleito;11;NORDESTE;15213
RJ;VARRE-SAI;Prefeito;44;LAURO ABIB FABRI;UNIÃO;MDB / UNIÃO / PL / MOBILIZA / AVANTE;Eleito;11;SUDESTE;3572
PR;CÉU AZUL;Prefeito;11;LAURINDO SPEROTTO;PP;PP / UNIÃO;Eleito;11;SUL;3209
BA;GAVIÃO;Prefeito;55;LAURINDO NAZÁRIO DA SILVA;PSD;PP / PL / PRD / PSD;Eleito;11;NORDESTE;2063
RS;PIRAPÓ;Prefeito;11;LAURI LUIZ SCHEEREN;PP;PP / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;1069
RS;DOUTOR MAURÍCIO CARDOSO;Prefeito;11;LAURI JOSÉ ELY;PP;PP;Eleito;11;SUL;2455
SC;GUATAMBÚ;Prefeito;15;LAURI JORGE GERELLI;MDB;MDB / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;1847
ES;ECOPORANGA;Prefeito;22;LAURECI FERNANDES MENEGUETTE JUNIOR;PL;PL;Não eleito;11;SUDESTE;349
MA;BENEDITO LEITE;Prefeito;65;LAUREANO DA SILVA BARROS;PC do B;SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;1968
PI;BURITI DOS LOPES;Prefeito;11;LAURA ROSA COLLINS DE OLIVEIRA PORTELA;PP;PP / REPUBLICANOS / MDB;Eleito;11;NORDESTE;8298
MG;CARMO DO PARANAÍBA;Prefeito;22;LAURA LUIZA OLIVEIRA MELO VACCARO;PL;PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;3188
GO;FIRMINÓPOLIS;Prefeito;25;LAUDIMAR INACIO TAVEIRA;PRD;PRD;Não eleito;11;CENTRO-OESTE;874
GO;SÍTIO D'ABADIA;Prefeito;12;LAUDIMAR DA SILVA ALVES;PDT;PDT;Não eleito;11;CENTRO-OESTE;1398
SP;LUTÉCIA;Prefeito;55;LAUDEMIR LEATI;PSD;PSB / PSD;Eleito;11;SUDESTE;1395
MG;CAJURI;Prefeito;33;LAUDEMI SILVA SOUSA;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;52
MG;CANAÃ;Prefeito;45;LAUDELINO JORGE RODRIGUES;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO;Não eleito;11;SUDESTE;1062
SC;PAIAL;Prefeito;13;LAUDECIR MENDES DE MEDEIROS;PT;PP / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;718
